Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
1585          1585          +243.654      +728.362      +314.709      +45.2478      -1645.11      -294.073      +1331.97      -1939.18      -607.211      
1586          1586          +249.755      +708.797      +305.293      +33.5951      -1645.31      -299.484      +1297.44      -1944.8       -647.358      
1587          1587          +275.814      +717.869      +317.437      +49.172       -1658.08      -287.016      +1360.29      -1945.09      -584.803      
1588          1588          +256.942      +709.626      +310.937      +42.9017      -1637.7       -309.805      +1320.41      -1947.51      -627.104      
1589          1589          +249.277      +686.046      +297.795      +45.1827      -1617.2       -292.52       +1278.3       -1909.72      -631.424      
1590          1590          +249.824      +722.564      +317.382      +40.7898      -1635.61      -292.563      +1330.56      -1928.18      -597.618      
1591          1591          +234.347      +720.274      +316.926      +34.2831      -1597         -299.412      +1305.83      -1896.41      -590.584      
1592          1592          +230.565      +728.842      +310.518      +38.543       -1636.06      -304.705      +1308.47      -1940.76      -632.297      
1593          1593          +244.507      +732.297      +284.309      +42.5109      -1627.78      -284.013      +1303.62      -1911.79      -608.166      
1594          1594          +227.507      +712.562      +303.516      +53.1468      -1630.12      -285.66       +1296.73      -1915.78      -619.047      
1595          1595          +241.349      +715.41       +299.668      +43.267       -1635.36      -280.411      +1299.69      -1915.77      -616.079      
1596          1596          +264.68       +704.322      +297.484      +35.1559      -1646.57      -297.744      +1301.64      -1944.31      -642.67       
1597          1597          +234.48       +715.631      +307.301      +39.0178      -1668.1       -292.365      +1296.43      -1960.47      -664.038      
1598          1598          +233.326      +686.301      +312.622      +35.5568      -1644.45      -286.798      +1267.81      -1931.25      -663.442      
1599          1599          +228.179      +752.232      +310.249      +46.4724      -1693.23      -300.174      +1337.13      -1993.41      -656.275      
1600          1600          +256.279      +699.801      +297.159      +46.9285      -1668.71      -290.307      +1300.17      -1959.02      -658.854      
1601          1601          +241.122      +738.539      +315.834      +46.5049      -1663.37      -282.926      +1342         -1946.3       -604.3        
1602          1602          +247.731      +743.9        +318.041      +41.7582      -1670.86      -301.267      +1351.43      -1972.13      -620.702      
1603          1603          +235.381      +697.668      +309.103      +42.4596      -1630.3       -310.538      +1284.61      -1940.84      -656.225      
1604          1604          +211.14       +700.151      +298.245      +40.8547      -1620.2       -286.361      +1250.39      -1906.56      -656.168      
1605          1605          +239.104      +723.335      +309.517      +39.3835      -1667.62      -314.282      +1311.34      -1981.9       -670.565      
1606          1606          +238.63       +712.948      +291.039      +36.8051      -1669.11      -293.787      +1279.42      -1962.89      -683.472      
1607          1607          +226.27       +702.127      +305.447      +46.3739      -1644.06      -285.252      +1280.22      -1929.32      -649.099      
1608          1608          +229.691      +708.451      +306.66       +36.1005      -1656.21      -309.37       +1280.9       -1965.58      -684.676      
1609          1609          +229.091      +752.178      +294.882      +49.9329      -1685.4       -297.164      +1326.08      -1982.57      -656.483      
1610          1610          +237.119      +700.94       +309.313      +53.6123      -1687.75      -309.191      +1300.98      -1996.94      -695.954      
1611          1611          +221.737      +705.27       +300.167      +46.4571      -1650.18      -283.432      +1273.63      -1933.61      -659.976      
1612          1612          +238.144      +740.323      +310.681      +42.6503      -1640.13      -283.319      +1331.8       -1923.45      -591.647      
1613          1613          +219.409      +707.622      +286.248      +49.2187      -1679.46      -288.774      +1262.5       -1968.24      -705.737      
1614          1614          +236.199      +696.084      +302.172      +40.1013      -1657.65      -286.56       +1274.56      -1944.21      -669.658      
1615          1615          +236.035      +723.305      +305.634      +40.9106      -1653.52      -302.756      +1305.88      -1956.28      -650.393      
1616          1616          +248.702      +731.663      +320.301      +41.8412      -1657.46      -310.351      +1342.51      -1967.81      -625.307      
1617          1617          +257.239      +706.748      +300.743      +46.3223      -1615.09      -313.557      +1311.05      -1928.65      -617.593      
1618          1618          +240.994      +716.919      +309.633      +46.5315      -1623.53      -304.503      +1314.08      -1928.04      -613.959      
1619          1619          +234.759      +741.225      +307.086      +39.6136      -1620.64      -313.569      +1322.68      -1934.21      -611.522      
1620          1620          +255.836      +719.971      +321.107      +49.4392      -1656.21      -312.584      +1346.35      -1968.8       -622.443      
1621          1621          +229.229      +725.706      +307.522      +44.0857      -1649.96      -276.772      +1306.54      -1926.73      -620.192      
1622          1622          +234.66       +734.725      +301.683      +35.8738      -1654.02      -284.964      +1306.94      -1938.98      -632.039      
1623          1623          +237.419      +729.677      +295.421      +37.5976      -1652.76      -290.287      +1300.11      -1943.05      -642.934      
1624          1624          +231.205      +679.852      +299.42       +40.1959      -1616.23      -293.672      +1250.67      -1909.9       -659.229      
1625          1625          +250.324      +716.678      +312.724      +43.8971      -1634.29      -308.633      +1323.62      -1942.92      -619.299      
1626          1626          +243.934      +690.511      +295.21       +43.8708      -1678.92      -286.352      +1273.53      -1965.27      -691.741      
1627          1627          +213.264      +705.189      +303.491      +41.4469      -1673.78      -288.268      +1263.39      -1962.05      -698.66       
1628          1628          +225.113      +709.599      +306.088      +34.8156      -1667.8       -289          +1275.62      -1956.8       -681.188      
1629          1629          +238.285      +694.553      +297.035      +39.9031      -1626.54      -289.173      +1269.78      -1915.71      -645.937      
1630          1630          +228.516      +720.06       +305.864      +41.6667      -1644.06      -303.856      +1296.11      -1947.91      -651.806      
1631          1631          +253.073      +726.89       +280.951      +35.3389      -1648.84      -290.242      +1296.25      -1939.08      -642.83       
1632          1632          +243.349      +718.658      +299.065      +41.8093      -1659.04      -304.54       +1302.88      -1963.58      -660.701      
1633          1633          +243.465      +713.497      +310.082      +45.3111      -1667.36      -314.16       +1312.35      -1981.52      -669.162      
1634          1634          +237.781      +686.277      +305.632      +41.6614      -1635.7       -305.441      +1271.35      -1941.14      -669.786      
1635          1635          +234.881      +700.972      +291.098      +47.4491      -1633.01      -303.766      +1274.4       -1936.78      -662.378      
1636          1636          +233.927      +752.581      +297.015      +41.1802      -1670.44      -302.544      +1324.7       -1972.99      -648.285      
1637          1637          +233.007      +710.067      +294.801      +47.3743      -1616.22      -307.638      +1285.25      -1923.85      -638.604      
1638          1638          +225.454      +700.563      +299.495      +36.7086      -1625.22      -311.273      +1262.22      -1936.49      -674.274      
1639          1639          +229.776      +728.276      +313.809      +47.1779      -1640.44      -311.317      +1319.04      -1951.76      -632.717      
1640          1640          +247.906      +703.017      +292.82       +37.9895      -1634.91      -289.317      +1281.73      -1924.23      -642.499      
1641          1641          +236.472      +719.935      +289.92       +40.242       -1666.32      -300.66       +1286.57      -1966.98      -680.409      
1642          1642          +239.847      +704.308      +293.681      +35.0627      -1655.15      -326.659      +1272.9       -1981.81      -708.915      
1643          1643          +253.039      +692.92       +296.472      +39.7114      -1615.48      -297.456      +1282.14      -1912.93      -630.789      
1644          1644          +240.604      +749.824      +306.908      +35.0987      -1680.36      -294.127      +1332.43      -1974.48      -642.049      
1645          1645          +254.894      +721.824      +298.825      +43.6055      -1641.98      -306.845      +1319.15      -1948.82      -629.672      
1646          1646          +255.01       +738.244      +304.885      +43.5743      -1641.48      -324.706      +1341.71      -1966.19      -624.475      
1647          1647          +252.586      +724.645      +313.302      +37.2         -1700.35      -300.667      +1327.73      -2001.02      -673.284      
1648          1648          +234.084      +723.439      +303.21       +36.6898      -1654.09      -285.905      +1297.42      -1940         -642.577      
1649          1649          +256.502      +707.025      +294.675      +38.874       -1654.89      -294.252      +1297.08      -1949.14      -652.062      
1650          1650          +236.973      +756.631      +323.571      +37.0199      -1620.14      -285.269      +1354.19      -1905.41      -551.211      
1651          1651          +234.795      +730.676      +294.004      +48.0862      -1643.45      -302.788      +1307.56      -1946.24      -638.682      
1652          1652          +270.436      +705.635      +307.648      +48.3077      -1671.13      -300.545      +1332.03      -1971.67      -639.648      
1653          1653          +246.368      +750.65       +297.927      +39.884       -1685.08      -293.04       +1334.83      -1978.12      -643.288      
1654          1654          +232.064      +750.229      +304.604      +51.4697      -1660.67      -303.083      +1338.37      -1963.75      -625.384      
1655          1655          +233.879      +707.227      +302.377      +41.6481      -1670.46      -282.058      +1285.13      -1952.52      -667.387      
1656          1656          +249.622      +729.08       +320.236      +55.302       -1696.83      -309.646      +1354.24      -2006.47      -652.233      
1657          1657          +238.692      +702.277      +304.812      +36.3634      -1676.25      -290.351      +1282.15      -1966.6       -684.452      
1658          1658          +231.435      +709.428      +308.821      +38.8133      -1678.86      -292.831      +1288.5       -1971.69      -683.191      
1659          1659          +230.686      +750.254      +320.113      +47.0171      -1692.97      -301.222      +1348.07      -1994.19      -646.118      
1660          1660          +250.17       +757.759      +303.758      +39.511       -1671.15      -310.018      +1351.2       -1981.17      -629.969      
1661          1661          +242.428      +718.494      +301.228      +41.4783      -1696.68      -278.497      +1303.63      -1975.18      -671.55       
1662          1662          +225.846      +725.217      +327.665      +38.0592      -1668.69      -279.474      +1316.79      -1948.17      -631.379      
1663          1663          +238.489      +702.382      +323.277      +41.4673      -1677.86      -287.443      +1305.62      -1965.3       -659.687      
1664          1664          +262.732      +688.416      +307.843      +47.028       -1640.85      -278.487      +1306.02      -1919.34      -613.316      
1665          1665          +246.18       +703.478      +314.753      +43.4551      -1624.75      -295.32       +1307.87      -1920.07      -612.204      
1666          1666          +218.557      +727.722      +285.064      +37.9472      -1632.92      -317.712      +1269.29      -1950.63      -681.339      
1667          1667          +242.366      +702.247      +308.265      +34.4744      -1645.87      -297.884      +1287.35      -1943.76      -656.405      
1668          1668          +244.867      +684.226      +308.079      +39.4319      -1635.48      -294.751      +1276.6       -1930.23      -653.627      
1669          1669          +235.454      +700.65       +298.46       +41.5949      -1668.28      -304.78       +1276.16      -1973.06      -696.902      
1670          1670          +248.031      +687.455      +313.514      +42.0625      -1665.41      -301.392      +1291.06      -1966.8       -675.74       
1671          1671          +260.538      +706.808      +294.843      +40.7524      -1640.45      -303.796      +1302.94      -1944.25      -641.306      
1672          1672          +232.094      +705.628      +294.336      +38.0981      -1661.29      -285.847      +1270.16      -1947.14      -676.982      
1673          1673          +260.034      +721.513      +310.611      +42.6053      -1681.77      -306.646      +1334.76      -1988.42      -653.658      
1674          1674          +228.935      +717.763      +295.182      +41.1444      -1659.61      -316.574      +1283.02      -1976.19      -693.163      
1675          1675          +255.424      +735.376      +311.399      +36.5951      -1641.37      -299.092      +1338.79      -1940.46      -601.664      
1676          1676          +232.796      +716.747      +310.127      +44.0424      -1627.36      -300.779      +1303.71      -1928.14      -624.428      
1677          1677          +233.654      +746.471      +323.935      +35.2802      -1633.61      -301.699      +1339.34      -1935.31      -595.966      
1678          1678          +236.225      +725.921      +287.753      +41.0023      -1643.03      -291.62       +1290.9       -1934.65      -643.744      
1679          1679          +264.357      +712.965      +314.27       +43.7746      -1687.05      -303.266      +1335.37      -1990.31      -654.947      
1680          1680          +232.518      +708.066      +297.947      +36.9079      -1644.39      -320.689      +1275.44      -1965.08      -689.639      
1681          1681          +257.989      +713.665      +294.792      +41.5744      -1645.01      -314.919      +1308.02      -1959.93      -651.907      
1682          1682          +229.17       +685.883      +302.726      +38.4921      -1611.95      -307.791      +1256.27      -1919.74      -663.47       
1683          1683          +234.144      +730.005      +313.298      +39.6767      -1668.92      -326.479      +1317.12      -1995.4       -678.273      
1684          1684          +232.565      +710.669      +298.088      +42.9525      -1631.77      -296.288      +1284.27      -1928.06      -643.781      
1685          1685          +241.544      +688.02       +313.574      +44.2266      -1639.37      -301.245      +1287.37      -1940.62      -653.254      
1686          1686          +258.913      +727.9        +309.619      +34.738       -1668.57      -293.88       +1331.17      -1962.45      -631.28       
1687          1687          +237.222      +707.614      +325.326      +45.6606      -1648.7       -298.454      +1315.82      -1947.16      -631.333      
1688          1688          +247.307      +717.252      +310.937      +46.5044      -1659.38      -290.36       +1322         -1949.74      -627.741      
1689          1689          +238.895      +732.143      +304.406      +43.2377      -1648.22      -301.544      +1318.68      -1949.77      -631.085      
1690          1690          +261.974      +724.279      +302.995      +45.5187      -1702.25      -299.809      +1334.77      -2002.06      -667.292      
1691          1691          +241.998      +746.38       +318.366      +38.3723      -1688.21      -282.257      +1345.12      -1970.46      -625.347      
1692          1692          +221.863      +712.838      +302.079      +42.5722      -1694.52      -277.275      +1279.35      -1971.79      -692.439      
1693          1693          +246.377      +716.413      +308.601      +41.9438      -1656.33      -276.954      +1313.33      -1933.28      -619.947      
1694          1694          +256.452      +749.84       +301.006      +41.3076      -1685.51      -305.435      +1348.61      -1990.94      -642.335      
1695          1695          +249.759      +704.74       +302.158      +43.6014      -1647.42      -290.634      +1300.26      -1938.05      -637.797      
1696          1696          +254.382      +729.297      +312.13       +35.977       -1637.63      -291.392      +1331.79      -1929.02      -597.233      
1697          1697          +250.256      +733.479      +300.969      +37.2492      -1649.87      -285.489      +1321.95      -1935.35      -613.402      
1698          1698          +228.897      +708.756      +306.44       +50.8038      -1654.46      -297.582      +1294.9       -1952.05      -657.149      
1699          1699          +230.438      +747.221      +310.749      +40.4111      -1693.54      -268.019      +1328.82      -1961.56      -632.744      
1700          1700          +233.188      +764.572      +302.519      +44.3905      -1663.59      -302.684      +1344.67      -1966.27      -621.605      
1701          1701          +233.397      +726.157      +299.784      +38.0659      -1637.29      -319.203      +1297.4       -1956.5       -659.094      
1702          1702          +220.221      +766.09       +298.269      +41.5825      -1686.84      -305.754      +1326.16      -1992.59      -666.431      
1703          1703          +248.809      +718.085      +301.644      +36.36        -1652.33      -296.388      +1304.9       -1948.72      -643.823      
1704          1704          +241.814      +716.806      +309.491      +43.4606      -1636.07      -285.467      +1311.57      -1921.54      -609.966      
1705          1705          +217.158      +697.689      +314.042      +43.6029      -1651.43      -304.391      +1272.49      -1955.82      -683.33       
1706          1706          +228.893      +778.236      +316.555      +42.6313      -1677.61      -307.523      +1366.31      -1985.13      -618.818      
1707          1707          +238.476      +718.245      +310.974      +43.7848      -1663.93      -287.82       +1311.48      -1951.75      -640.272      
1708          1708          +230.493      +742.325      +295.985      +47.3478      -1638.24      -274.358      +1316.15      -1912.6       -596.451      
1709          1709          +233.596      +721.387      +322.53       +42.631       -1646.62      -299.607      +1320.14      -1946.22      -626.08       
1710          1710          +252.083      +731.7        +304.08       +46.1979      -1650.63      -306.027      +1334.06      -1956.66      -622.594      
1711          1711          +246.055      +724.331      +299.241      +46.0943      -1633.51      -314.111      +1315.72      -1947.63      -631.905      
1712          1712          +240.706      +697.274      +311.255      +39.9202      -1668.35      -274.948      +1289.16      -1943.3       -654.143      
1713          1713          +240.092      +728.096      +325.473      +42.9946      -1648.28      -303.244      +1336.66      -1951.53      -614.869      
1714          1714          +249.539      +741.969      +312.343      +43.7802      -1679.03      -270.882      +1347.63      -1949.91      -602.278      
1715          1715          +253.988      +731.205      +301.335      +42.8559      -1653.93      -298.536      +1329.38      -1952.47      -623.083      
1716          1716          +242.061      +717.381      +309.232      +43.6917      -1635.8       -278.428      +1312.37      -1914.22      -601.858      
1717          1717          +225.024      +684.705      +314.15       +49.8968      -1631.85      -288.152      +1273.78      -1920         -646.222      
1718          1718          +241.322      +720.278      +319.524      +43.9933      -1653.76      -281.679      +1325.12      -1935.44      -610.321      
1719          1719          +237.256      +744.88       +294.044      +32.5659      -1627.59      -272.919      +1308.75      -1900.51      -591.764      
1720          1720          +248.346      +759.551      +307.848      +38.0576      -1667.66      -304.813      +1353.8       -1972.48      -618.675      
1721          1721          +244.845      +739.047      +306.91       +43.4431      -1639.82      -299.395      +1334.25      -1939.21      -604.965      
1722          1722          +238.809      +761.94       +284.291      +42.6463      -1643.42      -280.557      +1327.69      -1923.98      -596.293      
1723          1723          +249.864      +784.961      +311.343      +35.2042      -1638         -290.829      +1381.37      -1928.83      -547.458      
1724          1724          +229.205      +723.677      +309.812      +40.5656      -1622.62      -289.5        +1303.26      -1912.12      -608.863      
1725          1725          +256.2        +720.478      +294.833      +43.4066      -1635.61      -274.63       +1314.92      -1910.24      -595.325      
1726          1726          +225.243      +741.411      +282.089      +42.9884      -1623.74      -297.144      +1291.73      -1920.89      -629.157      
1727          1727          +239.633      +698.167      +298.816      +50.5911      -1609.33      -281.581      +1287.21      -1890.91      -603.707      
1728          1728          +247.203      +724.06       +300.001      +48.0319      -1627.47      -289.57       +1319.3       -1917.04      -597.749      
1729          1729          +241.442      +712.621      +294.907      +45.3156      -1670.04      -276.744      +1294.29      -1946.79      -652.5        
1730          1730          +215.429      +723.808      +293.682      +43.3598      -1627.64      -301.398      +1276.28      -1929.03      -652.755      
1731          1731          +239.844      +682.556      +293.808      +43.8094      -1633.67      -295.398      +1260.02      -1929.07      -669.052      
1732          1732          +248.054      +713.009      +298.453      +47.3178      -1689.52      -301.556      +1306.83      -1991.07      -684.239      
1733          1733          +231.652      +697.037      +291.852      +39.7651      -1666.77      -308.085      +1260.31      -1974.85      -714.544      
1734          1734          +223.809      +684.649      +303.447      +39.9598      -1647.6       -297.337      +1251.86      -1944.94      -693.074      
1735          1735          +234.433      +689.962      +307.23       +47.1533      -1662.37      -310.524      +1278.78      -1972.89      -694.114      
1736          1736          +227.872      +709.675      +294.862      +45.3977      -1648.06      -315.749      +1277.81      -1963.81      -686.006      
1737          1737          +240.222      +706.928      +298.599      +37.585       -1656.94      -293.199      +1283.33      -1950.14      -666.803      
1738          1738          +245.941      +734.95       +302.279      +47.302       -1639.94      -299.855      +1330.47      -1939.8       -609.327      
1739          1739          +250.01       +741.17       +293.304      +39.395       -1628.23      -316.214      +1323.88      -1944.45      -620.566      
1740          1740          +229.538      +727.377      +309.072      +39.9958      -1673.87      -291.135      +1305.98      -1965         -659.022      
1741          1741          +231.512      +718.013      +302.796      +49.0497      -1677.32      -294.613      +1301.37      -1971.93      -670.562      
1742          1742          +255.071      +699.255      +283.641      +46.5238      -1670.18      -302.757      +1284.49      -1972.94      -688.448      
1743          1743          +236.815      +710.66       +288.56       +39.6721      -1657.52      -293.751      +1275.71      -1951.27      -675.562      
1744          1744          +244.212      +742.973      +297.267      +51.4511      -1665.45      -292.53       +1335.9       -1957.98      -622.074      
1745          1745          +232.143      +710.826      +293.548      +50.6847      -1668.63      -294.952      +1287.2       -1963.59      -676.384      
1746          1746          +237.69       +721.929      +294.358      +38.4489      -1661.04      -307.151      +1292.43      -1968.19      -675.761      
1747          1747          +254.879      +711.515      +305.396      +41.6273      -1657.1       -305.23       +1313.42      -1962.33      -648.915      
1748          1748          +224.686      +742.688      +296.765      +39.5472      -1622.51      -301.154      +1303.69      -1923.66      -619.972      
1749          1749          +269.372      +717.14       +310.059      +41.0522      -1620.48      -301.526      +1337.62      -1922.01      -584.387      
1750          1750          +233.443      +728.612      +301.84       +44.9892      -1624.6       -292.73       +1308.88      -1917.33      -608.444      
1751          1751          +238.468      +716.134      +302.316      +41.6692      -1617.43      -298.775      +1298.59      -1916.2       -617.617      
1752          1752          +227.216      +690.757      +293.416      +43.9483      -1588.06      -307.888      +1255.34      -1895.95      -640.614      
1753          1753          +244.932      +696.534      +303.669      +53.0497      -1607.17      -305.404      +1298.18      -1912.57      -614.389      
1754          1754          +243.842      +701.364      +305.273      +48.9287      -1607.57      -276.987      +1299.41      -1884.56      -585.149      
1755          1755          +236.494      +731.598      +301.382      +43.8517      -1612.27      -301.031      +1313.33      -1913.3       -599.973      
1756          1756          +224.783      +713.21       +295.798      +48.5624      -1624.26      -269.362      +1282.35      -1893.62      -611.266      
1757          1757          +232.635      +712.306      +309.585      +42.3788      -1621.93      -276.851      +1296.9       -1898.78      -601.873      
1758          1758          +246.139      +712.696      +306.623      +42.7016      -1584.44      -318.509      +1308.16      -1902.95      -594.793      
1759          1759          +229.422      +731.814      +297.136      +40.3764      -1602.24      -311.983      +1298.75      -1914.23      -615.478      
1760          1760          +239.252      +751.201      +317.882      +41.3129      -1613.13      -299.19       +1349.65      -1912.32      -562.673      
1761          1761          +233.781      +717.307      +304.123      +45.6028      -1643.4       -295.537      +1300.81      -1938.94      -638.126      
1762          1762          +239.679      +702.74       +300.212      +43.9657      -1585.81      -296.937      +1286.6       -1882.74      -596.147      
1763          1763          +220.327      +709.57       +305.861      +44.8862      -1623.43      -274.142      +1280.64      -1897.57      -616.929      
1764          1764          +239.086      +711.723      +312.803      +37.6539      -1612.01      -282.823      +1301.27      -1894.83      -593.567      
1765          1765          +221.012      +710.422      +319.982      +44.1869      -1643.99      -303.017      +1295.6       -1947.01      -651.404      
1766          1766          +244.312      +707.272      +308.401      +43.8302      -1642.62      -288.408      +1303.82      -1931.02      -627.209      
1767          1767          +248.935      +758.208      +304.012      +32.0414      -1603.1       -319.132      +1343.2       -1922.24      -579.039      
1768          1768          +218.166      +763.778      +305.296      +49.4084      -1583.64      -304.457      +1336.65      -1888.1       -551.453      
1769          1769          +237.556      +669.3        +308.228      +44.4605      -1624.95      -286.667      +1259.54      -1911.62      -652.072      
1770          1770          +245.575      +714.019      +304.79       +40.6448      -1631.74      -287.842      +1305.03      -1919.59      -614.558      
1771          1771          +229.545      +697.193      +306.318      +35.6969      -1619.78      -290.406      +1268.75      -1910.19      -641.434      
1772          1772          +239.269      +676.743      +299.019      +37.8127      -1624.69      -311.523      +1252.84      -1936.22      -683.372      
1773          1773          +230.824      +714.398      +307.777      +43.8435      -1631.49      -289.59       +1296.84      -1921.08      -624.234      
1774          1774          +247.229      +730.54       +306.364      +39.7724      -1653.92      -307.594      +1323.91      -1961.51      -637.609      
1775          1775          +230.026      +715.011      +276.245      +42.4631      -1623.34      -289.588      +1263.74      -1912.92      -649.18       
1776          1776          +234.573      +714.775      +298.178      +54.2666      -1640.67      -295.424      +1301.79      -1936.1       -634.306      
1777          1777          +215.613      +731.97       +306.308      +39.1792      -1621.44      -292.252      +1293.07      -1913.69      -620.622      
1778          1778          +226.209      +727.561      +303.855      +44.548       -1636.69      -298.135      +1302.17      -1934.83      -632.656      
1779          1779          +225.745      +704.093      +304.987      +42.7846      -1617.21      -267.928      +1277.61      -1885.14      -607.53       
1780          1780          +249.062      +725.41       +290.361      +36.3085      -1600.26      -286.206      +1301.14      -1886.47      -585.324      
1781          1781          +261.297      +707.022      +305.487      +46.1904      -1608.64      -311.464      +1320         -1920.11      -600.109      
1782          1782          +225.96       +708.955      +294.618      +38.8482      -1604.68      -283.055      +1268.38      -1887.73      -619.35       
1783          1783          +240.292      +740.516      +320.043      +42.3846      -1625.35      -325.878      +1343.24      -1951.22      -607.989      
1784          1784          +229.354      +714.235      +301.099      +43.5029      -1627.68      -288.778      +1288.19      -1916.46      -628.267      
1785          1785          +237.371      +732.653      +298.329      +37.8101      -1618.68      -302.161      +1306.16      -1920.84      -614.675      
1786          1786          +223.445      +747.862      +311.688      +44.5658      -1616.9       -306.183      +1327.56      -1923.09      -595.527      
1787          1787          +274.328      +706.482      +315.656      +40.4453      -1597.23      -309.827      +1336.91      -1907.06      -570.144      
1788          1788          +274.101      +707.909      +310.79       +39.2618      -1584.59      -305.891      +1332.06      -1890.48      -558.415      
1789          1789          +226.739      +757.885      +309.438      +43.5659      -1644.28      -284.96       +1337.63      -1929.24      -591.612      
1790          1790          +239.474      +719.968      +323.335      +40.167       -1651.29      -284.294      +1322.94      -1935.59      -612.643      
1791          1791          +230.111      +720.017      +318.13       +50.8236      -1585.39      -297.352      +1319.08      -1882.74      -563.658      
1792          1792          +256.099      +672.711      +314.998      +45.032       -1611.07      -284.217      +1288.84      -1895.28      -606.445      
1793          1793          +235.849      +743.135      +337.633      +42.4421      -1653.88      -289.887      +1359.06      -1943.76      -584.705      
1794          1794          +262.757      +718.374      +320.449      +45.4293      -1626.43      -295.434      +1347.01      -1921.86      -574.851      
1795          1795          +225.426      +742.956      +314.356      +38.225       -1637.64      -295.387      +1320.96      -1933.03      -612.068      
1796          1796          +238.91       +719.457      +299.158      +48.0196      -1620.44      -300.646      +1305.54      -1921.09      -615.541      
1797          1797          +233.561      +736.643      +311.217      +42.832       -1627.21      -289.522      +1324.25      -1916.73      -592.475      
1798          1798          +247.638      +758.329      +314.673      +44.0702      -1627.46      -305.075      +1364.71      -1932.54      -567.828      
1799          1799          +258.329      +714.755      +314.801      +41.4437      -1607         -294.664      +1329.33      -1901.66      -572.331      
1800          1800          +236.677      +719.14       +314.717      +46.7341      -1592.44      -282.668      +1317.27      -1875.11      -557.842      
1801          1801          +236.265      +764.089      +323.572      +42.2524      -1601.56      -306          +1366.18      -1907.56      -541.377      
1802          1802          +265.143      +727.909      +307.781      +40.4431      -1614.32      -294.551      +1341.28      -1908.88      -567.599      
1803          1803          +247          +740.295      +310.291      +42.7983      -1617.15      -284.591      +1340.38      -1901.75      -561.362      
1804          1804          +232.297      +723.571      +320.625      +47.1743      -1626.37      -285.188      +1323.67      -1911.56      -587.892      
1805          1805          +220.592      +728.473      +329.536      +38.7289      -1594.97      -290.316      +1317.33      -1885.28      -567.955      
1806          1806          +219.28       +724.676      +327.065      +40.3314      -1624.56      -279.746      +1311.35      -1904.3       -592.953      
1807          1807          +227.715      +696.532      +304.717      +40.5175      -1596.4       -281          +1269.48      -1877.4       -607.915      
1808          1808          +242.24       +707.443      +309.495      +34.4786      -1640.01      -289.592      +1293.66      -1929.61      -635.949      
1809          1809          +241.985      +727.298      +303.057      +44.9125      -1624.43      -296.519      +1317.25      -1920.95      -603.694      
1810          1810          +230.317      +718.74       +315.405      +38.0241      -1613.58      -300.506      +1302.49      -1914.08      -611.595      
1811          1811          +262.063      +722.046      +296.391      +37.5118      -1622.49      -311.957      +1318.01      -1934.45      -616.44       
1812          1812          +239.797      +702.786      +301.278      +38.6679      -1592.74      -291.171      +1282.53      -1883.91      -601.381      
1813          1813          +233.355      +724.363      +304.793      +41.5775      -1594.04      -297.927      +1304.09      -1891.97      -587.882      
1814          1814          +239.887      +722.376      +309.281      +45.4293      -1635.03      -305.323      +1316.97      -1940.35      -623.382      
1815          1815          +246.797      +713.232      +309.82       +44.4237      -1619.29      -304.289      +1314.27      -1923.58      -609.311      
1816          1816          +239.625      +705.763      +308.508      +42.3186      -1624.63      -294.303      +1296.21      -1918.93      -622.716      
1817          1817          +254.384      +715.326      +300.709      +39.7305      -1649.24      -269.095      +1310.15      -1918.34      -608.189      
1818          1818          +227.768      +749.577      +318.109      +39.6993      -1627.17      -314.098      +1335.15      -1941.27      -606.117      
1819          1819          +255.468      +782.866      +301.62       +38.387       -1665.14      -289.937      +1378.34      -1955.08      -576.739      
1820          1820          +268.407      +720.176      +321.631      +46.268       -1690.5       -294.55       +1356.48      -1985.05      -628.563      
1821          1821          +246.335      +764.938      +301.716      +40.9449      -1685.85      -289.229      +1353.93      -1975.08      -621.145      
1822          1822          +238.288      +719.904      +308.244      +44.1279      -1675.33      -267.554      +1310.56      -1942.89      -632.321      
1823          1823          +228.963      +701.34       +306.079      +44.8974      -1658.48      -283.336      +1281.28      -1941.82      -660.542      
1824          1824          +226.338      +746.027      +307.602      +41.1227      -1623.21      -290.914      +1321.09      -1914.12      -593.032      
1825          1825          +249.402      +711.011      +311.543      +39.1158      -1627.81      -297.571      +1311.07      -1925.38      -614.307      
1826          1826          +262.769      +733.695      +308.503      +40.0107      -1674.02      -294.904      +1344.98      -1968.93      -623.95       
1827          1827          +241.217      +714.289      +317.19       +40.7266      -1679.42      -285.957      +1313.42      -1965.38      -651.955      
1828          1828          +231.304      +709.904      +316.432      +39.7297      -1641.93      -304.1        +1297.37      -1946.03      -648.66       
1829          1829          +222.799      +712.907      +300.574      +43.4571      -1659.63      -295.015      +1279.74      -1954.65      -674.909      
1830          1830          +244.9        +700.449      +302.568      +40.423       -1643.73      -289.132      +1288.34      -1932.86      -644.519      
1831          1831          +256.219      +718.232      +313.799      +48.7483      -1655.58      -312.076      +1337         -1967.66      -630.66       
1832          1832          +234.451      +758.2        +291.107      +41.1346      -1665.93      -300.153      +1324.89      -1966.09      -641.194      
1833          1833          +254.841      +760.453      +293.681      +40.4714      -1684.47      -294.439      +1349.45      -1978.91      -629.462      
1834          1834          +243.104      +741.981      +300.76       +42.3779      -1708.69      -311.88       +1328.22      -2020.57      -692.344      
